video_url,title,channel_id,views,likes,publishDate,genre,ads_yn,tag1,subscribers,totalViews,ch_avg_views,genre_weight,date_from_recent,date_from_recent_week,score,duration_min,title_token,thumbnail,thumbnail_labels,thumbnail_colors,thumbnail_text,thumbnail_text_ratio,tag,thumbnail_text_token,thumbnail_labels_translate
https://www.youtube.com/watch?v=CVt9Cz1w_AU,"어서 와, CL은 처음이지? | 시즌 미리보기 | 2023 LCK CL 스프링 스플릿",UCJTnmAUYJ78wClQ8rTRYqDw,13191,123.0,2023-01-13,Gaming,1,게임,12800.0,7199094.0,3873.0,0.2292896438180139,52.0,7.0,3.405886909372579,28.02,"['어서', '와', '은', '처음', '시즌', '미리보기', '스프링', '스플릿']",https://img.youtube.com/vi/CVt9Cz1w_AU/0.jpg,"['Chin', 'Hat', 'Smile', 'Flash photography', 'Headgear', 'Font', 'Event', 'Cap', 'Fun', 'Formal wear']","[(10.0, 9.0, 12.0), (184.0, 186.0, 214.0), (154.0, 163.0, 224.0), (157.0, 159.0, 184.0)]","2023
LEX CL SPRING
어서 와 CL은 처음이지?
2023 SPRING
미리보기",0.09,['게임'],"['어서', '와', '은', '처음', '미리보기']","['턱', '모자', '웃다', '플래시 촬영', '머리 장식', '폰트', '이벤트', '캡', '재미있는', '격식있는 옷차림']"
https://www.youtube.com/watch?v=RlBuWzaLxcU,급여 230 성능원탑 300억 스쿼드는 여기입니다!!! 피파4,UC6YOBYzHO38u-l78aTzUcJg,118299,158.0,2022-11-19,Gaming,1,게임,42400.0,21205360.0,35460.0,0.2292896438180139,107.0,15.0,3.336125211505922,10.13,"['급여', '성능', '탑', '스쿼드', '여기', '입니다', '피파']",https://img.youtube.com/vi/RlBuWzaLxcU/0.jpg,"['Font', 'Magenta', 'Display device', 'Electronic device', 'Happy', 'Multimedia', 'Screenshot', 'Photo caption', 'Advertising', 'Media']","[(7.0, 5.0, 7.0), (104.0, 124.0, 62.0), (244.0, 241.0, 243.0), (65.0, 40.0, 73.0)]","[경기]
-상대방도 극찬..
팀이 지나 좋네
300억으로 3000억 효율뽑는
급여230 최강 성능 스쿼드",0.32,['게임'],"['경기', '상대방', '극찬', '팀', '지나', '좋네', '효율', '뽑는', '급여', '최강', '성능', '스쿼드']","['폰트', '마젠타', '디스플레이 장치', '전자 기기', '행복하다', '멀티미디어', '스크린샷', '사진 설명', '광고하는', '미디어']"
https://www.youtube.com/watch?v=sQULDLX-e3w,"미국시장 추가 하락 예고?/멀리 보기 어려운 시장 상황, 당장 대비할 것은?_22.10.11",UChlv4GSd7OQl3js-jkLOnFA,300496,6217.0,2022-10-10,Education,1,주식 & 투자,2290000.0,939807303.0,93226.0,0.093342167610328,147.0,21.0,3.2233068028232466,173.15,"['미국', '시장', '추가', '하락', '예고', '멀리', '보기', '어려운', '시장', '상황', '당장', '대비', '할', '것']",https://img.youtube.com/vi/sQULDLX-e3w/0.jpg,"['Glasses', 'Tie', 'Font', 'Formal wear', 'Eyewear', 'Sunglasses', 'Suit', 'Event', 'News', 'Goggles']","[(10.0, 9.0, 10.0), (97.0, 81.0, 61.0), (160.0, 37.0, 59.0), (174.0, 153.0, 131.0)]","5
영
PCEO 김세용
Hom
3PROTV
경제의 신과 함께
나이
2022. 10. 11.
삼프로와 아침을 함께",0.16,"['주식 & 투자', '투자', '금융 시장']","['영', '김세용', '경제', '신', '함께', '나이', '프로', '아침', '함께']","['안경', '묶다', '폰트', '격식있는 옷차림', '안경', '색안경', '정장', '이벤트', '소식', '고글']"
https://www.youtube.com/watch?v=8M-C2IY9Lqk,아빠차의 정석인데 상용차도 된다고? 전기차 시장에 등장해버린 괴물같은 신차의 정체는?,UCCbLQtdzoIJB-Ah6_oWFsoA,675246,845.0,2022-11-28,Autos & Vehicles,1,자동차,203000.0,131191121.0,219751.0,0.0430470224470947,98.0,14.0,3.072777825811942,6.4,"['아빠', '차', '정석', '상용차', '된다고', '전기차', '시장', '등장', '해', '버린', '괴물', '같은', '신차', '정체']",https://img.youtube.com/vi/8M-C2IY9Lqk/0.jpg,"['Motor vehicle', 'Hood', 'Automotive lighting', 'Bumper', 'Automotive exterior', 'Car', 'Vehicle door', 'Automotive design', 'Font', 'Automotive tire']","[(176.0, 33.0, 3.0), (236.0, 219.0, 252.0), (234.0, 126.0, 22.0), (247.0, 244.0, 93.0)]","1만대 계약됐다
경쟁자가없다!",0.34,['자동차'],"['계약', '됐다', '경쟁자', '없다']","['자동차', '후드', '자동차 조명', '범퍼', '자동차 외장', '자동차', '차량 문', '자동차 디자인', '폰트', '자동차 타이어']"
https://www.youtube.com/watch?v=b-kMpdvcVTQ,1년동안 모아온 올 10카 단일팀 드디어 보여드리네요,UCbt557PsOnMaspiSUjuSVVw,118975,827.0,2022-09-18,Gaming,1,게임,339000.0,441227708.0,38878.0,0.2292896438180139,169.0,24.0,3.0602140027779208,15.5,"['모아', '온', '올', '카', '단일', '팀', '드디어', '보여', '드리네요']",https://img.youtube.com/vi/b-kMpdvcVTQ/0.jpg,"['Font', 'Sports uniform', 'Event', 'Team', 'Movie', 'T-shirt', 'Photo caption', 'Advertising', 'Eyewear', 'Competition event']","[(8.0, 4.0, 3.0), (245.0, 239.0, 205.0), (170.0, 38.0, 31.0), (59.0, 51.0, 25.0)]","10
10
10
10
구하는데만 1년 걸렸다
10
올10가단일팀
10
View",0.29,['게임'],"['구', '하는데만', '걸렸다', '올', '가', '단일', '팀']","['폰트', '스포츠 유니폼', '이벤트', '팀', '영화', '티셔츠', '사진 설명', '광고하는', '안경', '경쟁 이벤트']"
https://www.youtube.com/watch?v=z_ngqKDXDhk,"너무나 따뜻했던 침낭 속 고양이와의 겨울캠핑 / 굴찜&막걸리 / 손수제비, 야채타임&? / 솔로캠핑",UCeyU98dnBQ18KdThUqSvBtA,2403116,6088.0,2022-11-13,Travel & Events,1,하이킹 & 캠핑,1140000.0,171996842.0,788976.0,0.0172469180420029,113.0,16.0,3.0458670479203422,45.12,"['너무나', '따뜻했던', '침낭', '속', '고양이', '겨울캠핑', '굴찜', '막걸리', '손수', '제비', '야채', '타임', '솔로', '캠핑']",https://img.youtube.com/vi/z_ngqKDXDhk/0.jpg,"['Comfort', 'Tints and shades', 'Art', 'Heat', 'Painting', 'Visual arts', 'Fire', 'Still life photography', 'Room', 'Darkness']","[(199.0, 82.0, 69.0), (193.0, 144.0, 122.0), (100.0, 79.0, 16.0), (60.0, 47.0, 24.0)]",,0.0,"['하이킹 & 캠핑', '낚시 & 야외활동', '캠핑']",[],"['편안', '색조 및 음영', '미술', '열', '그림', '시각 예술', '불', '정물 사진', '방', '어둠']"
https://www.youtube.com/watch?v=5cEokAQ2Z4o,[24시간 육아브이로그] 33개월 아기가 먹을 수 밖에 없는 귤젤리,UCA44D2Y5ghbuXvMXKf25GuA,116074,20.0,2022-09-30,People & Blogs,1,식품,19300.0,7288821.0,39613.0,0.0982411757619563,157.0,22.0,2.930199681922601,11.02,"['육아', '브이', '로그', '개월', '아기', '먹을', '수', '없는', '귤', '젤리']",https://img.youtube.com/vi/5cEokAQ2Z4o/0.jpg,"['Product', 'Happy', 'Comfort', 'Sharing', 'Thigh', 'T-shirt', 'Toddler', 'Child', 'Font', 'Fun']","[(213.0, 196.0, 167.0), (4.0, 3.0, 3.0), (242.0, 232.0, 213.0), (175.0, 156.0, 128.0)]","육아
24시간
feat gel",0.14,['식품'],['육아'],"['제품', '행복하다', '편안', '나누는', '대퇴골', '티셔츠', '유아', '어린이', '폰트', '재미있는']"
https://www.youtube.com/watch?v=PPq8AmLs5xo,"[이슬라이브2] 저스디스(JUSTHIS)&던말릭(Don Malik)&알티(R.Tee) - 눈(EYE), 빡, 우리 헤어지니, 마천루",UCviI9lzTe2pkxJ9M2ArA7WQ,3220398,5116.0,2023-01-31,Music,1,음악,2060000.0,1373585275.0,1120380.0,0.1597799461912219,34.0,4.0,2.8743801210303648,12.07,"['이슬', '라이브', '저스디스', '던말릭', '알티', '눈', '빡', '우리', '헤어지니', '마천루']",https://img.youtube.com/vi/PPq8AmLs5xo/0.jpg,"['Smile', 'T-shirt', 'Tableware', 'Drink', 'Happy', 'Leisure', 'Event', 'Fun', 'Entertainment', 'Recreation']","[(12.0, 7.0, 10.0), (150.0, 110.0, 122.0), (59.0, 51.0, 24.0), (248.0, 247.0, 246.0)]","이슬
라이브 2
저스디스&던말릭
&알티
wax-43
S
미드",0.07,['음악'],"['이슬', '라이브', '저스디스', '던말릭', '알티', '미드']","['웃다', '티셔츠', '식기', '마시다', '행복하다', '여가', '이벤트', '재미있는', '오락', '휴양']"
https://www.youtube.com/watch?v=9Py21yJTS4A,"위험에 대비하라! 현금 비중 50% / 30년만의 치솟는 일본 인플레이션! 망하지는 않겠지만 그 ""과정이 고통스러울 것"" (일본경제위기, 한국경제위기) 홍익희 전 교수",UCCG6BEYjfQMGzypJw2EJCDQ,170669,3039.0,2023-01-01,Howto & Style,1,주식 & 투자,845000.0,313642719.0,61789.0,0.0743484720716379,64.0,9.0,2.762125944747447,18.52,"['위험', '대비', '현금', '비중', '치솟는', '일본', '인플레이션', '망하지는', '않겠지만', '그', '과정', '고통스러울', '것', '일본', '경제위기', '한국', '경제위기', '홍익', '희', '전', '교수']",https://img.youtube.com/vi/9Py21yJTS4A/0.jpg,"['World', 'Font', 'Tie', 'News', 'Suit', 'Blazer', 'Television presenter', 'Event', 'Advertising', 'Television program']","[(10.0, 11.0, 12.0), (30.0, 55.0, 78.0), (158.0, 153.0, 161.0), (83.0, 84.0, 86.0)]","Sten
85
pile
CHLIE
MONEY TALK
apan
내
현금 비중 50% 6
엄청난 고통이 발생할 것"" 동의한 교수
30년만, 치솟는 일본인플레이션",0.41,"['주식 & 투자', '투자', '금융 시장']","['내', '현금', '비중', '엄청난', '고통', '발생', '할', '것', '동의', '교수', '치솟는', '일본', '인플레이션']","['세계', '폰트', '묶다', '소식', '정장', '블레이저', '텔레비전 발표자', '이벤트', '광고하는', 'TV 프로그램']"
https://www.youtube.com/watch?v=NWvuMBLvkjg,"118kg to 99.6 kg l  초고도비만 다이어트, 폭식해도 변화 없는 미라클 체중(빡침) 30대 자취생활, 늘어가는 혼잣말 #빅사이즈데일리룩 (?이벤트)",UC0uKkX3b8iLj0_alk0IDYWA,24453,174.0,2022-09-19,People & Blogs,1,다이어트,25400.0,2799433.0,8859.0,0.0982411757619563,168.0,24.0,2.7602438198442263,52.02,"['초고', '비만', '다이어트', '폭', '식해', '변화', '없는', '미라클', '체중', '빡침', '대', '자취', '생활', '늘어가는', '혼잣말', '이벤트']",,,,,,['다이어트'],,
https://www.youtube.com/watch?v=VwKAVd409g4,"인플레이션 둔화 재확인,  나스닥 4주연속 상승 // 예상밖 1월 효과, 상고하고로 이어질까?_23.01.30",UChlv4GSd7OQl3js-jkLOnFA,247736,5891.0,2023-01-29,Education,1,주식 & 투자,2290000.0,939807303.0,93226.0,0.093342167610328,36.0,5.0,2.657370261515028,185.52,"['인플레이션', '둔화', '재', '확인', '나스닥', '연속', '상승', '예상', '밖', '효과', '상고', '하고로', '이어질까']",https://img.youtube.com/vi/VwKAVd409g4/0.jpg,"['Glasses', 'Font', 'Tie', 'News', 'Suit', 'Formal wear', 'Event', 'Team', 'Movie', 'Advertising']","[(9.0, 9.0, 11.0), (70.0, 160.0, 246.0), (37.0, 52.0, 73.0), (162.0, 37.0, 59.0)]","풍~성
3PRO TV
경제의 신과함께
삼성자
2023. 01.30.
삼프로와아침을 함께",0.15,"['주식 & 투자', '투자', '금융 시장']","['풍', '성', '경제', '신', '함께', '삼성', '프로', '아침', '함께']","['안경', '폰트', '묶다', '소식', '정장', '격식있는 옷차림', '이벤트', '팀', '영화', '광고하는']"
https://www.youtube.com/watch?v=OtMengWLg8M,리니지M 역대급 신화 깡통 계정이 나왔다.. 잊섬 사냥도 힘든 신화?ㄷㄷ 天堂M LineageM,UCaU5dDI3iXvhQ0uPX_R0diQ,36986,140.0,2023-02-27,Gaming,1,게임,38900.0,41615025.0,14088.0,0.2292896438180139,7.0,1.0,2.6253549119818285,7.12,"['리니지', '역대', '신화', '깡통', '계정', '나왔다', '잊', '섬', '사냥', '힘든', '신화']",https://img.youtube.com/vi/OtMengWLg8M/0.jpg,"['Electronic device', 'Font', 'Screenshot', 'Recreation', 'Display device', 'Fictional character', 'Games', 'Machine', 'Video game software', 'Event']","[(248.0, 240.0, 22.0), (97.0, 83.0, 62.0), (249.0, 111.0, 28.0), (20.0, 15.0, 13.0)]","장비 정보보호
화령2단+9 축복받은 뇌신검 (각인)
- 1667
10 900 €
2SET
3SET
700
최환생님 10,000원
튜버해보짱님 10
이태걸님 5,000원
하
무티:
NPC
역대급 깡통
신화 계정",0.24,['게임'],"['장비', '정보보호', '화령', '단', '축복', '받은', '뇌', '신검', '각인', '최', '환생', '튜버', '해보', '짱', '이태', '걸', '무티', '역대', '깡통', '신화', '계정']","['전자 기기', '폰트', '스크린샷', '휴양', '디스플레이 장치', '가상의 인물', '계략', '기계', '비디오 게임 소프트웨어', '이벤트']"
https://www.youtube.com/watch?v=nQLQsImggBw,240Hz 모니터 쓸 데가 있나?,UC17_4RLogNieDO33smNlcWw,54198,456.0,2022-10-17,Science & Technology,1,하드웨어,145000.0,38420323.0,20903.0,0.0121672087700277,140.0,20.0,2.592833564560111,7.32,"['모니터', '쓸', '데', '있나']",https://img.youtube.com/vi/nQLQsImggBw/0.jpg,"['Font', 'Display device', 'Electronic device', 'Signage', 'Advertising', 'Games', 'Entertainment', 'Event', 'Graphics', 'Poster']","[(67.0, 232.0, 108.0), (44.0, 51.0, 51.0), (64.0, 182.0, 93.0), (126.0, 110.0, 85.0)]","240Hz 144Hz
240과 144 차이가 있을까?
인간은 60Hz 이상 볼 수 없다?!",0.32,['하드웨어'],"['과', '차이', '있을까', '인간', '이상', '볼', '수', '없다']","['폰트', '디스플레이 장치', '전자 기기', '사이니지', '광고하는', '계략', '오락', '이벤트', '제도법', '포스터']"
https://www.youtube.com/watch?v=Ad8y4WA2FD0,[아바타라]악성 방플러 랑쯔 참교육! ?? Avtara,UC1w3uKK3zAN1avG4DaN0qMg,20492,160.0,2023-01-24,Gaming,1,게임,40700.0,13745358.0,7954.0,0.2292896438180139,41.0,5.0,2.576313804375157,9.68,"['아바타라', '악성', '방플러', '랑쯔', '참', '교육']",https://img.youtube.com/vi/Ad8y4WA2FD0/0.jpg,"['Organism', 'Font', 'Technology', 'Fun', 'Screenshot', 'Photo caption', 'Advertising', 'Event', 'Eyelash', 'Happy']","[(34.0, 44.0, 73.0), (3.0, 2.0, 3.0), (40.0, 44.0, 97.0), (138.0, 114.0, 66.0)]","1P
용사
선덕나리
속박 702
GO
사냥꾼
유큐브랑스
살려줘",0.22,['게임'],"['용사', '선덕', '나리', '속박', '사냥꾼', '유', '큐브', '랑스', '살려줘']","['유기체', '폰트', '기술', '재미있는', '스크린샷', '사진 설명', '광고하는', '이벤트', '속눈썹', '행복하다']"
https://www.youtube.com/watch?v=nmiA73MLjwQ,인산철파워뱅크 누구나 조립으로 만들수 있어요! 인두기 no ! 스폿기 no ! 손만 있으면 됩니다 300ah 대용량 리나파워뱅크 ~ 추천드려요,UCDeCQdrQtN68Ly1UkXePWdg,94799,262.0,2022-10-02,Entertainment,1,전자 & 전기,64200.0,14124564.0,37072.0,0.0865156808416656,155.0,22.0,2.55715904186448,21.6,"['인산', '철', '파워', '뱅크', '누구', '조립', '만들수', '있어요', '인두기', '스폿기', '손', '있으면', '됩니다', '용량', '리나', '파워', '뱅크', '추천', '드려요']",https://img.youtube.com/vi/nmiA73MLjwQ/0.jpg,"['Plant', 'Font', 'Automotive tire', 'Grass', 'Bumper', 'Recreation', 'Motor vehicle', 'Lawn', 'Landscape', 'Advertising']","[(237.0, 55.0, 70.0), (244.0, 248.0, 35.0), (6.0, 4.0, 98.0), (89.0, 88.0, 84.0)]","JE
조립식
HHE
파워뱅크!
누구나 만들수 있다
300an",0.33,['전자 & 전기'],"['조립', '파워', '뱅크', '누구', '만들수', '있다']","['식물', '폰트', '자동차 타이어', '잔디', '범퍼', '휴양', '자동차', '잔디', '풍경', '광고하는']"
https://www.youtube.com/watch?v=JBxhRwLQIU8,"육아 브이로그 l 4개월 아기, 접종인데 접종열 안 날순 없나요?뒤집기 파티 오픈! 친환경 기저귀 정착?",UCLFAwDuwnek49eR5jIxek5w,96449,1185.0,2022-10-11,People & Blogs,1,임신 & 육아,53700.0,9569439.0,37824.0,0.0982411757619563,146.0,20.0,2.5499418358714045,24.25,"['육아', '브이', '로그', '개월', '아기', '접종', '접종', '열', '안', '날순', '없나요', '뒤집기', '파티', '오픈', '친환경', '기저귀', '정착']",https://img.youtube.com/vi/JBxhRwLQIU8/0.jpg,"['Flash photography', 'Comfort', 'Sleeve', 'Gesture', 'Happy', 'Baby', 'Elbow', 'Toddler', 'Child', 'Fun']","[(6.0, 4.0, 4.0), (86.0, 82.0, 84.0), (123.0, 113.0, 92.0), (66.0, 51.0, 34.0)]",vlog,0.31,"['임신 & 육아', '질병', '성의학']",[],"['플래시 촬영', '편안', '소매', '몸짓', '행복하다', '아기', '팔꿈치', '유아', '어린이', '재미있는']"
